268	被誉为“钢琴之王”的作曲家是：	 肖邦	 勃拉姆斯	 李斯特	 约翰·施特劳斯	3
269	在三倍放大镜下，三角板角的度数会：	 放大一倍	 放大三倍	 角度不变	 角度变化	3
270	《雪绒花》是哪部影片的插曲？	 《音乐之声》	 《魂断蓝桥》	 《毕业生》	 《第凡纳早餐》	1
271	世界上销售量最大的酒是：	 白酒	 葡萄酒	 啤酒	 米酒	3
272	汉武帝的谥号是“武”，它的意思是：	 经纬天地	 威强睿德	 行义悦民	 安民定政	2
273	下列哪句诗与“小荷才露尖尖角，早有蜻蜓立上头”出自同一作者？	 不知细叶谁裁出，二月春风似剪刀	 接天莲叶无穷碧，映日荷花别样红	 绿荫不减来时路，添得黄鹂四五声	 扬花榆荚无才思，惟解漫天作雪飞	2
274	由成语“墙头马上”的原意可知，元朝白朴所著的《墙头马上》属于什么类型的杂剧？	 武侠	 言情	 伦理	 历史	2
275	“哀其不幸，怒其不争”一语最早见于谁的文章？	 鲁迅	 郭沫若	 茅盾	 老舍	1
276	我国西晋的第一代皇帝名叫：	 曹丕	 司马睿	 司马炎	 司马懿	3
277	皮影戏中的皮影人物一般是用什么材料制成的？	 猪皮或马皮	 胶皮	 塑料	 驴皮或牛皮	4
278	我国都市里有一些受韩国流行音乐影响很大的中学生，媒体称之为：	 追星族	 新新人类	 追韩族	 哈韩族	4
279	以下哪种室内盆栽植物是常年开花的？	 牡丹	 非洲紫罗兰	 红桐草	 洋秋海棠	2
280	我国第一部在国际电影节上获奖的影片是？	 《定军山》	 《渔光曲》	 《祝福》	 《红高梁》	2
281	《四世同堂》主题区《重整河山待后生》属于哪一种曲艺形式？	 弹词	 道情	 鼓词	 牌子曲	3
282	发源于我国唯一注入北冰洋的河流是：	 倒淌河	 额尔齐斯河	 雅鲁藏布江	 松花江	2
283	通常刚产出的生漆是：	 乳白色	 淡黄色	 黄褐色	 紫黑色	1
284	关于“鸿沟”这个典故，表述有误的是：	 划鸿沟为界，出现在“楚汉相争”时	 按双方约定，鸿沟以东归汉	 鸿沟实际是一条河	 鸿沟现在河南省境内	2
285	我国刑法规定在我国领域内的犯罪是指：	 受害人居住地在我国领域内	 犯罪人居住地在我国领域内	 犯罪行为或结果有一项发生在我国领域内	 受害人与犯罪人均居住在我国领域内	3
286	下列史学著作中论及当时统治者的是：	 《史记》	 《汉书》	 《后汉书》	 《资治通鉴》	1
287	在“危如累卵”这个典故中，荀息为了说服晋灵公，把十二个什么东西垒起来，又在上面放了九个？	 石子	 棋子	 珍珠	 蜡烛	2
288	阿诗玛是我国云南哪个民族塑造的艺术形象？	 彝族	 瑶族	 白族	 苗族	1
289	陆地水中储量最大的水体是：	 地下水	 江河水	 冰川水	 湖泊水	3
290	多快的速度才能使卫星环绕地球运行？	 大于11.2千米/秒而小于16.4千米/秒	 大于7.9千米/秒而小于11.2千米/秒	 大于16.4千米/秒而小于18.2千米/秒	 大于7.9千米/秒而小于16.4千米/秒	2
291	世界上地势最低的国家是：	 芬兰	 冰岛	 挪威	 荷兰	4
292	哥特式建筑的代表作是：	 比萨大教堂	 巴黎圣母院	 圣彼得大教堂	 圣日维涅大教堂	2
293	时代歌手聂耳是哪里人？	 云南	 四川	 河南	 山东	1
294	圆周率大约值是多少？	0.8664	6.22	1.7321	3.1416	4
295	电台工作人员简称是什么？	 RC	 DC	 DJ	 RJ	3
296	黯然销魂掌的第16个招式是什么？	 心惊肉跳	 呆若木鸡	 六神不安	 力不从心	2
297	1996年中国甲A联赛最佳射手是谁？	 胡志军	 宿茂榛	 郝海东	 范志毅	2
298	“天长地久有时尽，此恨绵绵无绝期”选自哪里？	 长恨歌	 正气歌	 大风歌	 晚晴	1
299	Windows_2000_Datacenter_Server最多能够支持多少个CPU？	8	16	32	64	3
300	“执子之手，与子偕老”的出处？	 《诗经》	 《春秋》	 《楚辞》	 《孟子》	1
301	“问苍茫大地，谁主沉浮？”是谁说的？	 刘少奇	 毛泽东	 周恩来	 朱德	2
302	林黛玉《葬花辞》的最后一句是什么？	 伴月愿作一颗星	 柳丝榆荚自芳菲	 红消香断有谁怜	 花落人亡两不知	4
303	RGB(255，0，255)值的色彩是什么？	 浅灰色	 墨绿色	 紫红色	 柠檬色	3
304	我们白天看到的太阳是太阳的什么？	 光球层	 色球层	 平流层	 日冕	1
305	飞机的机翼用来干什么？	 增加升力	 控制方向	 控制拉升和下降	 没什么用	1
306	AM-9X空对空导弹的名称是什么？	 ALARM	 麻雀	 响尾蛇	 不死鸟	3
307	乙醇正确的分子式是怎样？	 C2H5OH	 CH3COH	 (NH)4CO3	 (NH)4HCO3	1
308	一千克铁和一千克木头哪个重？	 木头	 铁	 一样重	 没有可比性	3
309	核电站运用了放射性元素的什么来转化为电能？	 裂变	 聚变	 衰变	 化合	1
310	184是什么电话号码？	 邮编查询	 电话费查询	 免打扰服务登记	 特快专递服务	1
311	2002世界杯最先被淘汰出16强竞争的是哪支队？	 突尼斯	 沙特	 中国	 比利时	2
312	卯时相当于几点？	 5－7点	 7－9点	 9－11点	 3－5点	1
313	古典悲剧《汉宫秋》的作者是谁？	 纪君祥	 关汉卿	 白朴	 马致远	4
314	中国的三大姓分别是？	 陈、李、王	 陈、张、李	 张、王、李	 张、林、王	3
315	米卢曾经带领几支队伍参加过世界杯？	2	3	4	5	4
316	曹雪芹写《红楼梦》用了几年的时间？	 5年	 10年	 15年	 20年	2
317	奥运五环旗中的绿色环代表哪里？	 美洲	 欧洲	 澳洲	 亚洲	3
318	反映波兰作曲家肖邦生平的美国影片是：	 《翠堤春晓》	 《一曲难忘》	 《音乐之声》	 《雨中曲》	2
319	西游记中去西天取经的“唐三藏”真名叫什么？	 玄慈	 玄明	 唐僧	 玄奘	4
320	血液中的红细胞可以活多久？	 7天	 120天	 一生	 80天	2
321	国际通用的航海速度用“节”表示，一“节”表示多少？	 0.925公里/小时	 1.152公里/小时	 1.852公里/小时	 2.152公里/小时	3
322	今年初原长城公司的CDMA业务被移交给了哪一家公司？	 中国移动	 中国联通	 中国电信	 中国网通	2
323	以下哪种菜肴是湖南风味？	 凤翔驴肉	 开封豆腐干	 平湖糟蛋	 东安子鸡	4
324	菜刀生锈，除锈的方法最好用：	 用水洗	 用干布擦拭	 用洗涤精擦洗	 用切开的葱头擦拭	4
325	不同的塑料组成有很大差异，但主要原料都是：	 环氧化合物	 合成树脂	 石蜡	 聚氯乙烯	2
326	电影《刘三姐》是反映-什么民族的生活故事？	 壮族	 黎族	 瑶族	 苗族	1
327	《掷铁饼者》是什么时期的作品？	 文艺复兴时期	 古希腊时期	 古罗马时期	 资产阶级革命时期	2
328	祸起萧墙”的“萧墙”是家中的哪一堵墙？	 门墙	 后院墙	 东墙	 内隔墙	1
329	蒲松龄的故居在：	 山东淄博	 江苏徐州	 河北沧州	 河南洛阳	1
330	三元插件作者阿强哪一个软件曾经被《电脑爱好者》杂志配套光盘收录出版？	 点歌	 VCD片断截取	 硬盘保护神	 银行	2
331	标准键盘的“T”键左边那个是什么键？	 R	 S	 E	 Y	1
332	罗大佑的作品有：	 《恋曲1990》	 《乡间的小路》	 《外婆的澎湖湾》	 《同桌的你》	1
333	新四军是哪一地区抗日的主力？	 华北	 华东	 华南	 华中	4
334	地上、地下文物在我国居于首位的省分别是：	 山西、陕西	 河南、陕西	 河北、河南	 山西、河南	1
335	长白山天池略呈：	 蚕豆形	 圆形	 椭圆形	 菱形	3
336	金刚石的组成元素与下列什么物质相同：	 金子	 岩石	 石墨	 金刚砂	3
337	下列哪一个人物不是莎士比亚剧作当中的人物：	 克劳迪斯	 李尔王	 爱丽儿	 梅非斯特	4
338	中国的尼姑最早是何时出现的？	 夏朝	 唐朝	 南北朝	 金朝	3
339	下列音乐作品中，由柴可夫斯基作曲的是：	 悲怆交响曲	 月光奏鸣曲	 四季	 悲怆奏鸣曲	1
340	斯皮尔伯格执导的影片是：	 《泰坦尼克号》	 《蝙蝠侠》	 《辛德勒名单》	 《星球大战》	3
341	通常高级龙井茶的采制时间多在何时之前？	 清明节	 重阳节	 谷雨	 端午节	3
342	鲫鱼的内耳除了听觉以外，还有什么作用？	 平衡身体	 嗅觉	 探测超声波	 呼吸	1
343	成语“戴圆履方”之中“戴圆”是指：	 戴一顶帽子	 头顶天空	 头顶是圆的	 头上的建筑物是圆形的	2
344	在“罗雀掘鼠”典故中，人们捕雀挖鼠的目的是：	 除害以保护庄稼	 充饥	 交给收购者赚钱	 完成上级命令	2
345	“和平鸽”的形象由谁所创？	 列宾	 毕加索	 米罗	 马约尔	2
346	“大马哈鱼”在我国原产哪里？	 长江流域	 黄河流域	 黑龙江流域	 珠江流域	3
347	下列哪一个不是陕北民歌？	 信天游	 秧歌调	 酒曲	 评弹	4
348	塑料袋通常用什么来制造？	 聚苯乙烯	 聚乙烯	 聚氯乙烯	 聚脂碳酸	2
349	“孔”姓的来源是：	 诸侯受封的国名	 官职	 祖先的字	 帝王赐姓	3
350	地窖中如果存贮的蔬菜瓜果腐烂变质，会产生什么有毒气体？	 二氧化硫	 硫化氢	 甲烷	 二氧化碳	2
351	联合国旗帜图案是一双橄榄枝衬托着整个地球，这一图案取材于哪个故事？	 潘多拉的盒子	 诺亚方舟	 阿喀斯的脚后跟	 达摩克利斯之剑	2
352	五香除花椒、茴香子外还有包括什么？	 八角、辣椒、丁香	 八角、桂皮、丁香花蕾	 桂皮、六角、胡椒	 芥末、桂皮、八角	2
353	非洲石油产量最多的国家是：	 埃及	 乍得	 摩洛哥	 尼日利亚	4
354	蟋蟀的“耳朵”长在：	 头顶上	 前足的小腿节上	 触须上	 翅膀上	2
355	素有“煤铁之乡”之称的省份是哪一省？	 陕西省	 甘肃省	 山西省	 山东省	3
356	我们常用的标准键盘一共有多少个键位？	87	97	107	117	3
357	倍速光驱的传输率是？	 150KB/S	 300KB/S	 200KB/S	 250KB/S	1
358	以下哪个不是光驱的内部结构？	 主轴电机	 滚轮	 激光头控制	 托盘操控系统	2
359	举重比赛中，最重的杠铃片是：	 蓝色	 绿色	 红色	 黄色	2
360	我们所说的“一日”是指：	 地球自转一周所经历的时间	 地球公转一周所经历的时间	 地球自转半周所经历的时间	 地球公转半周所经历的时间	1
361	世界最重要的IT高科技产业基地硅谷位于美国的哪个州？	 密苏里州	 新泽西州	 华盛顿州	 加利弗尼亚州	4
362	“知天命”代指什么年纪？	 20岁	 70岁	 30岁	 50岁	4
363	中国古代哪个学派的主张，与绿色和平组织的思想相近？	 儒家	 道家	 佛家	 法家	2
364	少年儿童发育最快的系统是：	 神经系统	 消化系统	 血液循环系统	 呼吸系统	1
365	校园歌曲《童年》的词曲作者是：	 黄舒骏	 李宗盛	 罗大佑	 李泰祥	3
366	《四库全书》的总纂官是谁？	 纪晓岚	 于敏中	 乾隆	 刘庸	1
367	下半旗是把旗子下降到：	 旗杆的一半处	 下降1米	 下降1.5米	 距离杆顶的1/3处	4
368	在所有巨大的猛兽中，哪种动物的心脏最小？	 狮子	 老虎	 野猪	 猎豹	1
369	一张女排的球网有多高？	 2.15m	 2.34m	 2.24m	 2.25m	3
370	商老太在金庸看来是个怎样的人物？	 喜剧人物	 悲剧人物	 闹剧人物	 不明人物	2
371	在古希腊，象征婚姻幸福的标志是一个什么形状？	 正方形	 五角星	 心形	 三角形	4
372	鲸的心脏每小时跳动多少次？	 540次	 600次	 650次	 700次	1
373	我们所穿的衣服每天把成千上万个表皮细胞揩掉。人们每过多少天就换上一层新的表皮？	 15天	 20天	 27天	 31天	3
374	中国十大元帅中不包括谁？	 叶剑英	 毛泽东	 贺龙	 刘伯承	2
375	我国从什么时候起就有了历法？	 汉	 商	 周	 夏	4
376	金庸作品时代背景最早的是哪个？	 天龙八部	 连城决	 笑傲江湖	 越女剑	4
377	中国民族资产阶级诞生在什么期间？	 洋务运动期间	 鸦片战争期间	 中法战争期间	 第二次鸦片战争期间	1
378	“一身正气好公仆”的下一句是：	 万家灯火乐升平	 桃符处处岁时新	 满腹才华作栋梁	 春风处处醉芳菲	3
379	“海棠亭下重阳子”的后面一句是什么？	 云在西湖月在天	 有人能悟未生前	 莲叶舟中太乙仙	 蓬头长日走如颠	3
380	成吉思汗写给花剌子模的战书一共有几个字？	4	6	12	24	2
381	我国的几何中心是：	 西宁	 兰州	 北京	 开封	2
382	被唐太宗李世民比作镜子的是谁？	 魏征	 李靖	 徐茂公	 刘文静	1
383	传说中的后羿射日时的人类的首领是：	 尧	 舜	 禹	 汤	1
384	“生命诚可贵，爱情价更高”作者是哪国人？	 匈牙利	 俄国	 法国	 中国	1
385	Windows_NT操作系统使用的格式是什么？	 FAT16	 FAT32	 NTFS	 FAT	3
386	AVI的全称是什么？	 Audio_Video_Interleaving	 Audio_Videoes_Interleaved	 Audio_Video_Interleaved	 Audioes_Video_Interleaved	3
387	下面说法错误的是：	 RFC的内容只保留TCP的核心内容	 TCP提供流控和错误控制	 TCP支持多数据流操作	 TCP协议使用IP，提供了不可靠的应用数据传输	4
388	ITU确定V．90标准后，多少K调制解调器由此进入了现在主流应用阶段？	 64k	 56k	 128k	 32K	2
389	高速缓冲存储器简称为：	 RAM	 ROM	 CACHE	 CAM	3
390	公用电话网的简称是：	 X.25	 PSTN	 DDN	 LAN	2
391	SQL是指什么？	 选择队列语言	 结构化查询库	 结构化查询语言	 选择队列库	3
392	WPS是由谁开发的？	 张朝阳	 求伯君	 雷军	 丁磊	2
393	以下那个数据库属于linux下的免费数据库？	 Sybase	 FOXPRO	 mysql	 sqlserver	3
394	路由器工作在OSI的什么层？	 物理层	 数据链路层	 网络层	 传输层	3
395	局域网的英文缩写？	 LAN	 ADSL	 MAC	 Internet	1
396	KDE是什么？	 Linux的用户界面	 Linux的分区转换器	 FreeBSD的杀毒程序	 Sun_Solaris的内存管理程序	1
397	万米长跑“四冠王”是哪个国家人？	 加拿大	 新几内亚	 埃塞俄比亚	 美国	3
398	成语“脱颖而出”的‘颖’是什么意思？	 优秀	 稻穗	 锥尖	 聪明	3
399	白炽灯用久了会发黑是为什么？	 钨丝氧化	 钨丝升华	 密封不严	 这些都不对	2
400	现在世界上最大的城市是哪个？	 东京	 武汉	 纽约	 伦敦	2
401	诗名“蓦然回首，那人却在灯火栏栅处”出自哪个诗人？	 李清照	 杜甫	 辛弃疾	 李白	3
402	“众芳摇落独暄妍，占尽风情向小园。疏影横斜水清浅，暗香浮动月黄昏。”形容的是什么花？	 桂花	 山园小梅	 月季	 牡丹	4
403	人们通常在信的结尾处写上“此致敬礼”，这里的“此”指的是什么？	 写信人	 收信人	 信本身	 这里	3
404	正常人体体细胞有多少条染色体？	 36条	 48条	 46条	 38条	3
405	广告发挥作用的具体方式是？	 导向	 传递信息	 劝说	 情感诱导	3
406	珊瑚婚是指结婚多少周年？	10	25	35	40	3
407	圆周率最早出现在哪里？	 巴比伦	 埃及	 印度	 阿拉伯	2
408	慈禧垂帘听政的地点在哪里？	 坤宁宫	 养心殿	 太和殿	 储秀宫	2
409	某个月里有三个星期日的日期为偶数，请推算出这个月的15日是星期几？	 星期四	 星期五	 星期六	 星期一	3
410	我们的鼻子有多少个嗅觉感受器？	 300万	 50万	 500万	 800万	3
411	《义勇军进行曲》是哪部电影的主题歌？	 《塞上风云》	 《大路》	 《风云儿女》	 《十字街头》	3
412	在糖水中加少量盐，尝起来会怎样？	 变涩	 变咸	 更甜	 变苦	3
413	一般说，同一只手上哪个手指的指甲生长得最快？	 食指	 小指	 中指	 无名指	3
414	以下哪种化学物质可成为正离子？	 镁	 氧	 氯	 碳	1
415	下列不是光盘刻录软件的是？	 Nero	 WinISO	 Easy-CD	 WinCDr	2
416	“优盘”是一种新型外存储器，这是通过什么接口与电脑交换数据的？	 PS/2	 IEEE1394	 USB	 LPT	3
417	开发Quake系列游戏是哪家公司？	 ACTIVISON	 ID_SOFTWARE	 RAVEN_SOFT	 EA电子艺界	2
418	程序汇编有哪两种方式？	 自动汇编和机器汇编	 自动汇编和手工汇编	 手工汇编和机器汇编	 手动汇编和机动汇编	3
419	扫描仪的光学分辨率的单位是什么？	 Mm	 byte	 bit	 dpi	4
420	Flash是哪个公司的产品？	 微软	 Macromedia	 Cisco	 IBM	2
421	下列4种存储器中，存取周期最短的是哪个？	 硬盘存储器	 光盘存储器	 内存储器	 软盘存储器	3
422	在计算机中汉字是用几个字节来表示？	1	2	3	4	2
423	“kingmax”是什么硬件的品牌？	 内存条	 主板	 显卡	 声卡	1
424	CD－R的全称拼法是怎么样的？	 Computer_Disc-Recordable	 Compact_Disc-Recordable	 Construcion_Disc-Recordable	 Command_Disc-Recordable	2
425	最新的程序开发语言C#中的#应该发成什么音？	 Jing	 Sharp	 Mount	 And	2
426	桂林人文资源丰富，民族风情独特，“桂林三宝”是指哪三宝？	 三花酒、腐乳、南糖	 花酒、腐竹、辣椒酱	 三花酒、腐乳、辣椒酱	 桂花酒、腐乳、辣椒酱	3
427	就体裁而言，正史都是：	 纪传体史书	 编年体史书	 纪事本末体史书	 典志体史书	1
428	有“五海三洲之地”之称的是哪里？	 西亚	 南亚	 中亚	 东亚	1
429	形容动物的鸣叫常用一个字表示，狼的叫声应该用：	 啸	 嗥	 嘶	 鸣	2
430	仰韶文化是我国历史上哪个时代中期的文化？	 旧石器	 新石器	 青铜器	 铁器	2
431	六一居士”是谁的别号？	 欧阳修	 唐伯虎	 柳亚子	 老舍	1
432	“东床快婿”原本是指谁：	 司马相如	 刘邦	 诸葛亮	 王羲之	4
433	眉毛的生长周期有多久？	 半年	 一年	 二个月	 三个月	3
434	《史记》中的“世家”是给什么人作的传？	 皇帝	 诸候王	 重臣	 贵族	2
435	以下哪个省是大熊猫的产地？	 湖南	 甘肃	 湖北	 贵州	2
436	“那达慕”在蒙语中的意思是：	 体育	 骑马	 游乐	 节日	3
437	我国古代诗歌史上被称为“双璧”的一篇是：《孔雀东南飞》另一篇是：	 《木兰诗》	 《木兰辞》	 《离骚》	 《格萨尔王》	1
438	吃西餐时哪种行为是不得体的？	 用面包蘸碟子里的肉汁	 用手把面包撕成小块	 用手指拈炸薯片吃	 把水果核直接吐在碟子里	4
439	香港电影《花样年华》在第５３届戛纳国际电影节上获最佳男主角奖，在该片中饰演男主角是谁？	 梁朝伟	 张国荣	 刘德华	 黎明	1
440	古代五音——宫、商、角、徵、羽，相当于现行简谱上的：	 1、2、3、4、5	 1、2、3、5、6	 1、2、3、7、4	 1、2、3、6、7	2
441	中国农业银行发行的信用卡是哪一个？	 长城卡	 金穗卡	 牡丹卡	 龙卡	2
442	中国建设银行发行的信用卡是哪一个？	 长城卡	 金穗卡	 牡丹卡	 龙卡	4
443	以下哪一个国家不曾在南北美洲都拥有殖民地？	 西班牙	 荷兰	 法国	 葡萄牙	4
444	属于元古代的植物化石的是？	 海绵	 三叶虫	 蕨类	 藻类	4
445	吸烟有害，烟草中毒性最大的物质是哪个？	 烟焦油	 亚硝胺	 砷	 烟碱	4
446	目前人类已知的最软石头是什么？	 磷灰石	 石膏	 方解石	 滑石	4
447	《西厢记》的作者是谁？	 白朴	 关汉卿	 马致远	 王实甫	4
448	一听可口可乐的净含量是：	 350ml	 325ml	 355ml	 300ml	3
449	李贺《梦天》诗云：“遥望齐州九点烟，一泓海水杯中泻。”这里“齐州”是指哪里？	 杭州某地	 山东某地	 代指中国	 苏州某地	3
450	一朵向日葵花能结多少葵花籽？	 成百上千个	 一个	 五个	 五十个左右	2
451	“皮影戏”中皮是什么皮制作的？	 牛皮	 羊皮	 驴皮	 blank	3
452	“三峡水电站”位于长江哪？	 上游	 中游	 下游	 blank	2
453	三国中“三英战吕布”没有谁？	 赵云	 关羽	 张飞	 刘备	1
454	交响乐”通常有几个乐章？	 三个	 四个	 五个	 六个	2
455	人体最敏感的部位是？	 舌尖	 指尖	 耳垂儿	 blank	1
456	“电影”在哪一年诞生的？	 1894年	 1895年	 1896年	 1898年	2
457	世界上最大的群岛国家是？	 马来西亚	 芬兰	 印度尼西亚	 blank	3
458	“郁金香”的原产地是？	 荷兰	 中国	 芬兰	 英国	2
459	“沃尔沃”车原产地？	 瑞典	 荷兰	 德国	 瑞士	1
460	世界上眼睛最多的昆虫？	 蜻蜓	 苍蝇	 蚂蚁	 蝴蝶	1
461	“音乐”最早出现在？	 《诗经》	 《乐府诗集》	 《吕氏春秋》	 blank	3
462	美国的国球是？	 棒球	 橄榄球	 高尔夫球	 blank	1
463	京剧起源于？	 唐朝	 宋朝	 明朝	 清朝	4
464	慈禧曾几次垂帘听政？	 一次	 两次	 三次	 四次	3
465	“愚人节”起源于？	 英国	 法国	 德国	 美国	2
466	羽毛球的羽毛材料？	 鸡毛	 鸭毛	 鹅毛	 blank	3
467	蛇在哪种情况下射出毒液多？	 攻击时	 防御时	 blank	 blank	1
468	诺贝尔奖没有哪项？	 数学	 物理	 blank	 blank	1
469	书法中的“柳体”指的谁？	 柳宗元	 柳公权	 blank	 blank	2
470	电视机是谁发明的？	 贝尔	 贝尔德	 爱迪生	 blank	2
471	“刘福荣“是谁的真名？	 刘德凯	 刘欢	 刘德华	 blank	3
472	哪种糖纯度最高？	 红糖	 白糖	 冰糖	 blank	3
473	“都柏林”在哪个国家？	 爱尔兰	 德国	 英格兰	 blank	1
474	第一个举办奥运会的亚洲国家？	 日本	 韩国	 印度	 马来西亚	1
475	悉尼歌剧院设计者是哪国人？	 丹麦	 法国	 瑞典	 澳大利亚	1
476	“互联网”最初用在？	 商业方面	 军事方面	 blank	 blank	2
477	最早使用“√”做批语的是？	 英国老师	 法国老师	 中国老师	 blank	1
478	夏季里会叫的蝉是？	 雌蝉	 雄蝉	 blank	 blank	2
479	中国记者节在哪一天？	 10月8日	 11月8日	 12月8日	 blank	1
480	汽车中安全袋里的气体是？	 氖气	 氮气	 氩气	 氙气	2
481	吃人参的最佳时候？	 早晨空腹	 中午饭后	 晚上饭后	 blank	1
482	世界上大约有多少种植物？	 40万种	 400万种	 4000万种	 blank	1
483	地壳中含量最多的元素？	 氮	 氧	 铝	 硅	2
484	象脚鼓是哪个民族乐器？	 朝鲜族	 苗族	 傣族	 赫哲族	3
485	太阳系中最亮的行星？	 水星	 金星	 土星	 木星	2
486	蚊子最怕什么味道？	 酒味	 汗味	 漂白粉味	 blank	3
487	哪一个含钙最多？	 虾皮100克	 芝麻酱100克	 blank	 blank	2
488	古代“如意”最早指？	 痒痒挠	 美容用具	 儿童玩具	 祈福物	1
489	黑猩猩喜欢在哪过夜？	 山洞里	 树上	 blank	 blank	2
490	有“白色沙漠”之称的是？	 非洲	 大洋洲	 南极洲	 欧洲	3
491	人体最长寿的细胞？	 脑细胞	 血细胞	 神经细胞	 blank	3
492	华佗和扁鹊谁出生年代早？	 华佗	 扁鹊	 blank	 blank	2
493	埃及的新年在什么季节？	 春季	 夏季	 秋季	 冬季	3
494	“商人”的“商”最早指的是？	 商朝	 商量	 买卖	 钱币	1
495	“味精”是哪国人发明的？	 中国	 日本	 韩国	 朝鲜	2
496	“西气东输”的“西”指哪里？	 新疆	 青海	 陕西	 甘肃	1
497	“火焰山”在中国哪里？	 新疆	 青海	 甘肃	 重庆	1
498	哪个名医年岁最大？	 华佗	 扁鹊	 孙思邈	 blank	3
499	“高原反应”的原因是？	 气温过低	 气压过低	 气温气压综合反映	 blank	2
500	体温计的最高温度？	 40摄氏度	 42摄氏度	 45摄氏度	 blank	2
501	“三明治”原产地？	 英国	 德国	 法国	 美国	1
502	声音在哪种介质中传播最快？	 水中	 空气中	 blank	 blank	1
503	土豆是植株的？	 根	 茎	 blank	 blank	2
504	“夜市”最早出现在？	 隋朝	 唐朝	 宋朝	 元朝	2
505	“一次性筷子”发明于？	 中国	 日本	 韩国	 朝鲜	2
506	长颈鹿祖籍？	 非洲	 南美洲	 亚洲	 北美洲	3
507	人类最早驯养的动物？	 鸡	 狗	 马	 牛	1
508	人的颈椎骨公用几块？	 五块	 七块	 九块	 十二块	2
509	金鱼原产地？	 中国	 荷兰	 澳大利亚	 美国	1
510	白雪公主出自？	 格林童话	 安徒生童话	 blank	 blank	1
511	龙虾的血液是什么颜色？	 红色	 白色	 蓝色	 黄色	3
512	清真之国指？	 阿富汗	 巴基斯塔	 印度	 blank	2
513	鱼怎样吃最好吃？	 鱼刚死迅速吃	 活鱼杀后迅速吃	 活鱼杀后放一段时间吃	 blank	3
514	格林童话作者是几个人？	 一个	 两个	 三个	 四个	2
515	黄豆怎样吃营养吸收好？	 煮着吃	 炒着吃	 磨碎吃	 blank	3
516	《春秋》一书是按什么记事的？	 年	 国	 事件	 blank	1
517	举重运动员为什么手抹白粉？	 使手变得粗糙	 吸去手中的汗	 blank	 blank	2
518	“空手道”起源于？	 日本	 中国	 韩国	 朝鲜	2
519	金鱼祖先是？	 鲫鱼	 鲤鱼	 草鱼	 鲶鱼	2
520	“高尔夫球”起源于？	 美国	 苏格兰	 英格兰	 法国	2
521	自行车最早出现在？	 中国	 英国	 法国	 美国	3
522	香蕉与哪种水果放在一起会变黑？	 苹果	 橘子	 梨	 blank	3
523	用鸽子和橄榄枝代表和平来源于？	 古希腊神话	 古罗马神话	 圣经故事	 blank	3
524	“碧螺春”是什么茶？	 红茶	 绿茶	 清茶	 blank	2
525	三个相同的瓶子从斜坡滚下哪个最快？	 空瓶	 装石头的	 装水的	 blank	3
526	最早设计的轮椅有几个轮子？	 两个	 三个	 四个	 blank	1
527	“黑管”乐器的原名？	 单簧管	 双簧管	 blank	 blank	1
528	男子铁饼标准重量？	 两千克	 二点五千克	 三千克	 blank	1
529	人体最高温度是在？	 上午	 下午	 blank	 blank	2
530	土豆原产地？	 亚洲	 欧洲	 美洲	 大洋洲	3
531	夏季穿什么颜色衣服容易被蚊子咬？	 黑色	 白色	 黄色	 红色	1
532	世界上最早种植棉花的国家？	 中国	 印度	 缅甸	 越南	2
533	十大名茶“碧螺春”原产于？	 西湖	 太湖	 鄱阳湖	 洞庭湖	2
534	对人体来说安全电压为？	 三十五	 三十六	 三十八	 blank	2
535	埃及的主要居民是？	 白人	 黑人	 黄人	 blank	1
536	动物中智力仅次于人的是？	 黑猩猩	 海豚	 猪	 狗	2
537	世界在狗的眼中有几种颜色？	 三种	 四种	 五种	 六种	1
538	哪个不是狗眼中的颜色？	 黑色	 红色	 白色	 灰色	2
539	“吉尼斯”得名？	 一种啤酒	 一种姓氏	 一个地名	 blank	1
540	世界水日？	 3月22日	 4月22日	 5月22日	 blank	1
541	世界气象日？	 3月18日	 3月21日	 3月23日	 blank	3
542	世界卫生日？	 4月6日	 4月7日	 4月8日	 blank	2
543	地球日？	 4月22日	 5月22日	 6月22日	 blank	1
544	世界无烟日？	 5月11日	 5月21日	 5月31日	 blank	3
545	世界人口日？	 6月11日	 6月21日	 7月11日	 blank	3
546	西伯利亚熊又叫？	 黑熊	 灰熊	 棕熊	 blank	3
547	被狗咬过应首先用？	 用肥皂水洗	 用淡盐水洗	 blank	 blank	1
548	国际象棋哪方先行？	 黑方	 白方	 随便	 blank	2
549	围棋哪方先行？	 黑方	 白方	 随便	 blank	1
550	人类第一次使用毒气战是在？	 一战	 二战	 海湾战争	 blank	1
551	蜗牛最多可睡多长时间？	 两年	 三年	 四年	 五年	2
552	全世界有多少种蜻蜓？	 800多种	 1500多种	 4500多种	 blank	3
553	用什么水煮饭最好？	 冷水	 温水	 热水	 blank	3
554	牛马的年轮长在？	 耳朵上	 牙齿上	 蹄子上	 blank	2
555	伞是由哪国人发明的？	 中国	 英国	 德国	 日本	1
556	笛子是哪国人发明的？	 中国	 瑞典	 丹麦	 土耳其	3
557	人类对哪种味道最为敏感？	 甜	 酸	 苦	 咸	3
558	辣椒原产地？	 南美洲	 北美洲	 亚洲	 非洲	1
559	火车的门前写YC表示？	 硬座	 硬卧	 软卧	 餐车	1
560	马拉松的距离大约是？	 41公里	 42公里（42公里190米）	 45公里	 blank	2
